"NULL_PREDICTORxcolumn","NULL_PREDICTORxis_factor_by_mse","NULL_PREDICTORxis_factor_by_prop","NULL_PREDICTORxpval_test_mse_diff","NULL_PREDICTORxpval_test_prop_diff","NULL_PREDICTORxformula_null","NULL_PREDICTORxformula_fit","NULL_PREDICTORxtest_mse_null","NULL_PREDICTORxtest_mse_fit","NULL_PREDICTORxtest_pbest_null","NULL_PREDICTORxtest_pbest_fit","adj_rsq_null","adj_rsq_fit","n_slopes_null","n_slopes_fit","adj_n_slopes_null","adj_n_slopes_fit","df_null","df_fit","df_ratio_null","df_ratio_fit","alias_null","alias_fit","na_null","na_fit","mean_pval_null","mean_pval_fit","median_pval_null","median_pval_fit","max_pval_null","max_pval_fit","sd_pval_null","sd_pval_fit","aic_null_to_fit_diff","anova_p","pval_param","adj_rsq_param","predictor_is_null"
"809","MAYBE_FACTORxSpacing",FALSE,FALSE,0.211100811825012,0.612872588754884,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxDiam97+FACTORxMAYBE_FACTORxSpacing","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxDiam97+FACTORxMAYBE_FACTORxSpacing+NUMBERxNOT_FACTORxDiam97:FACTORxMAYBE_FACTORxSpacing",1345.96359108415,1318.67230199854,0.506426735218509,0.493573264781491,0.790114442260381,0.799228775170009,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,1.17521248358997e-06,0.00163787004798672,3.41677274543672e-73,1.06582081209088e-05,3.5256374507699e-06,0.00653016377570508,3.5256374507699e-06,0.00653016377570508,16.2792575454337,2.13164162418166e-05,1,0,FALSE
"810","MAYBE_FACTORxRow",TRUE,TRUE,1.54575397756295e-05,8.45520581515122e-06,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxRow","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxRow+NUMBERxNOT_FACTORxSpread.97:FACTORxMAYBE_FACTORxRow",2400.54822898762,3092.44541447461,0.42159383033419,0.57840616966581,0.580541142921039,0.612833347762113,45,88,45,88,344,301,7.64444444444444,3.42045454545455,0,0,0,0,0.537101194842337,0.477439075850678,0.550402589618331,0.527354871513392,0.985477451962118,0.992808633872632,0.985477451962118,0.992808633872632,-2.89341318321021,0.00789115890692002,1.86348436763867e-62,0.807478176116157,FALSE
"811","MAYBE_FACTORxCol",FALSE,FALSE,0.20812195503835,0.194772807305839,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxCol","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxCol+NUMBERxNOT_FACTORxSpread.97:FACTORxMAYBE_FACTORxCol",2560.4965086803,2707.23826348367,0.483290488431877,0.516709511568123,0.538438828269974,0.539196433211535,31,60,31,60,358,329,11.5483870967742,5.48333333333333,0,0,0,0,0.498957837859435,0.479884620928802,0.532365405332072,0.502976432350692,0.955868233381099,0.994589780844476,0.955868233381099,0.994589780844476,-24.5001054647491,0.440374269637893,4.15567149284555e-58,0.657569994911184,FALSE
"812","MAYBE_FACTORxDeer95",FALSE,TRUE,0.0980228873094006,0.02233773544657,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxDeer95","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxDeer95+NUMBERxNOT_FACTORxSpread.97:FACTORxMAYBE_FACTORxDeer95",2591.93755583166,2611.94845106249,0.462724935732648,0.537275064267352,0.536108881844985,0.543736279958899,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.124266359100347,0.00556941620892546,1.19959694764643e-36,0.00331234008031254,0.372799077301041,0.0156529846750767,0.372799077301041,0.0156529846750767,5.4582678056795,0.00662468016062506,1,0,FALSE
"813","MAYBE_FACTORxDeer97",FALSE,FALSE,0.87213150939722,0.805227192694161,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxDeer97","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxDeer97+NUMBERxNOT_FACTORxSpread.97:FACTORxMAYBE_FACTORxDeer97",2651.96718460071,2663.4245883015,0.516709511568123,0.483290488431877,0.546561379997132,0.546458770153867,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.0683238319764172,0.139682363209376,1.83289984139449e-27,0.109361610722698,0.204971495929252,0.340006231392109,0.204971495929252,0.340006231392109,-1.07893821246262,0.340006231392111,1,0,FALSE
"814","MAYBE_FACTORxCover95",FALSE,FALSE,0.3232058357209,0.557015601959916,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxCover95","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxCover95+NUMBERxNOT_FACTORxSpread.97:FACTORxMAYBE_FACTORxCover95",2729.13285859846,2692.62559091798,0.503856041131105,0.496143958868895,0.57338125371936,0.577004063177922,5,8,5,8,384,381,76.8,47.625,0,0,0,0,0.111618386704546,0.19962953746057,0.00700687352037527,0.107269976924651,0.423001197923047,0.545965497440346,0.423001197923047,0.545965497440346,0.368456167479508,0.100251587440265,2.12062728223687e-67,0.870827670556856,FALSE
"815","MAYBE_FACTORxFert",FALSE,TRUE,0.740056138130586,0.00738605992013835,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxFert","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxFert+NUMBERxNOT_FACTORxSpread.97:FACTORxMAYBE_FACTORxFert",2592.01387801959,2611.91866281894,0.455012853470437,0.544987146529563,0.559045552111035,0.561799440396314,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,9.37650861497217e-05,0.0180817762432506,1.04311354237815e-36,0.00368873451473041,0.000281295258449165,0.0649496359435416,0.000281295258449165,0.0649496359435416,1.44611533205807,0.0649496359435418,1,0,FALSE
"816","MAYBE_FACTORxSpacing",FALSE,FALSE,0.16162249495611,0.442984398040084,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxSpacing","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxSpread.97+FACTORxMAYBE_FACTORxSpacing+NUMBERxNOT_FACTORxSpread.97:FACTORxMAYBE_FACTORxSpacing",2580.93216931829,2535.49791525565,0.496143958868895,0.503856041131105,0.584778862166199,0.587185220099494,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,1.39856509218082e-06,0.157725508717281,2.20596465101779e-39,0.036101551708238,4.19569527654245e-06,0.558698931452647,4.19569527654245e-06,0.558698931452647,1.27003443522699,0.0722031034164762,1,0,FALSE
"817","MAYBE_FACTORxRow",FALSE,TRUE,0.238158902666932,0.0108805772134886,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxRow","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxRow+NUMBERxNOT_FACTORxNeedles97:FACTORxMAYBE_FACTORxRow",5411.34810064008,6731.63757871879,0.457583547557841,0.542416452442159,0.0615338098687825,0.0894302149009413,45,88,45,88,344,301,7.64444444444444,3.42045454545455,0,0,0,0,0.50275731631809,0.300280472797157,0.584023503962282,0.262124280775361,0.943543586838835,0.889546105309427,0.943543586838835,0.889546105309427,-22.317711885165,0.150898996750627,0.213574721246076,0.914487415893194,FALSE
"818","MAYBE_FACTORxCol",FALSE,TRUE,0.521024459186267,0.00321768491423318,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxCol","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxCol+NUMBERxNOT_FACTORxNeedles97:FACTORxMAYBE_FACTORxCol",5122.92798197404,6395.03213358464,0.44987146529563,0.55012853470437,0.0730042123065993,0.114675987449057,31,60,31,60,358,329,11.5483870967742,5.48333333333333,0,0,0,0,0.414937198649446,0.473134656112995,0.332162833375478,0.512222515087544,0.984762161524268,0.984981900028814,0.984762161524268,0.984981900028814,-7.24695088012868,0.0317835346613523,0.00282238815032923,0.728730391964889,FALSE
"819","MAYBE_FACTORxDeer95",FALSE,FALSE,0.316268621180002,0.236676330823641,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxDeer95","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxDeer95+NUMBERxNOT_FACTORxNeedles97:FACTORxMAYBE_FACTORxDeer95",4936.55985305002,4946.98108588139,0.48586118251928,0.51413881748072,0.00137840191088012,-0.00104231176660141,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.184470610907026,0.499931057954046,0.181395626523876,0.542696916993715,0.372016206197203,0.914330397828755,0.372016206197203,0.914330397828755,-1.93273666425148,0.796524679670508,1,0,FALSE
"820","MAYBE_FACTORxDeer97",FALSE,TRUE,0.741966987885906,0.0311404725586991,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxDeer97","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxDeer97+NUMBERxNOT_FACTORxNeedles97:FACTORxMAYBE_FACTORxDeer97",4859.40278711954,4859.75087127051,0.465295629820051,0.534704370179949,0.0120406865582798,0.00954369630008634,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.123086556108897,0.412994687465947,0.0142499540927368,0.391055039975405,0.355009714233956,0.869868669912978,0.355009714233956,0.869868669912978,-1.97284718506126,0.86986866991303,1,0,FALSE
"821","MAYBE_FACTORxCover95",FALSE,FALSE,0.969364179533804,0.957364005475925,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxCover95","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxCover95+NUMBERxNOT_FACTORxNeedles97:FACTORxMAYBE_FACTORxCover95",4813.64964480791,4829.46618995915,0.532133676092545,0.467866323907455,0.0689281483036178,0.0730516086934136,5,8,5,8,384,381,76.8,47.625,0,0,0,0,0.0524614795186466,0.359807646733473,0.017585780012779,0.25608408483946,0.212927742264703,0.959612686290936,0.212927742264703,0.959612686290936,-1.22240412995188,0.196331502736048,0.212927742264703,0.996279043539747,FALSE
"822","MAYBE_FACTORxFert",FALSE,FALSE,0.147890016260156,0.666482499421636,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxFert","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxFert+NUMBERxNOT_FACTORxNeedles97:FACTORxMAYBE_FACTORxFert",4682.34444005608,4683.46174712708,0.508997429305913,0.491002570694087,0.0563218114029373,0.0538729061812545,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.0070537893575984,0.378186570280249,4.62520872832049e-06,0.268318944948561,0.0211567428640669,0.976108391223875,0.0211567428640669,0.976108391223875,-1.99909261125777,0.976108391224299,1,0,FALSE
"823","MAYBE_FACTORxSpacing",FALSE,TRUE,0.996339230306908,0.0311404725586991,"NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxSpacing","NUMBERxNOT_FACTORxHgt97~NUMBERxNOT_FACTORxNeedles97+FACTORxMAYBE_FACTORxSpacing+NUMBERxNOT_FACTORxNeedles97:FACTORxMAYBE_FACTORxSpacing",4706.17019688498,4718.87923218978,0.465295629820051,0.534704370179949,0.0201084296151901,0.0206667636645612,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.100840042669509,0.311237033232919,0.00268763256218343,0.190676336267138,0.299832495446344,0.863595460397401,0.299832495446344,0.863595460397401,-0.769208187597087,0.270037735349782,1,0,FALSE
"824","MAYBE_FACTORxCol",FALSE,FALSE,0.964518541280715,0.283109850565446,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxCol","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxCol+F_AS_NxMAYBE_FACTORxRow:FACTORxMAYBE_FACTORxCol",5117.46712760972,5264.25750318971,0.488431876606684,0.511568123393316,0.106125787848418,0.119369379439895,31,60,31,60,358,329,11.5483870967742,5.48333333333333,0,0,0,0,0.446650380546284,0.514946922974211,0.373013051285456,0.505200648777393,0.987770090704341,0.996268305342581,0.987770090704341,0.996268305342581,-19.3326089613579,0.238384277380803,2.83327165727634e-06,0.262891537902669,FALSE
"825","MAYBE_FACTORxDeer95",FALSE,FALSE,0.567632655437315,0.283109850565446,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxDeer95","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxDeer95+F_AS_NxMAYBE_FACTORxRow:FACTORxMAYBE_FACTORxDeer95",4718.18272176884,4743.45097488264,0.488431876606684,0.511568123393316,0.0429304645363938,0.0418900525089616,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.0787688464819649,0.339534331051181,2.02040578921804e-05,0.223805515519516,0.236286335388003,0.91052629316569,0.236286335388003,0.91052629316569,-1.41356510956575,0.446448944795862,1,0,FALSE
"826","MAYBE_FACTORxDeer97",FALSE,FALSE,0.719654042849839,0.125638002728091,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxDeer97","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxDeer97+F_AS_NxMAYBE_FACTORxRow:FACTORxMAYBE_FACTORxDeer97",4732.22703490433,4780.0542976849,0.478149100257069,0.521850899742931,0.05878196064746,0.0573124491392515,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.313553180685074,0.278349019944585,6.72977961356445e-07,0.264180630235839,0.94065886907726,0.585034819306664,0.94065886907726,0.585034819306664,-1.59778734343809,0.52835197298073,1,0,FALSE
"827","MAYBE_FACTORxCover95",FALSE,FALSE,0.996512346470681,0.125638002728091,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxCover95","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxCover95+F_AS_NxMAYBE_FACTORxRow:FACTORxMAYBE_FACTORxCover95",4577.70907630189,4601.87665040923,0.478149100257069,0.521850899742931,0.122948309762745,0.118843788383786,5,8,5,8,384,381,76.8,47.625,0,0,0,0,0.0197054062693251,0.461299548788427,0.002041781786876,0.530457113066353,0.0519048297894847,0.794034565612654,0.0519048297894847,0.794034565612654,-4.76524164383,0.750379311258102,7.53353969077088e-07,0.925807691912771,FALSE
"828","MAYBE_FACTORxFert",FALSE,TRUE,0.439289508500389,0.015733987325364,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxFert","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxFert+F_AS_NxMAYBE_FACTORxRow:FACTORxMAYBE_FACTORxFert",4469.61515320087,4493.56100376199,0.460154241645244,0.539845758354756,0.0867549772924318,0.0856415493589298,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,1.09470131988314e-05,0.164695524248336,1.01745008279947e-05,0.0958583841610114,2.26665387684994e-05,0.467065328671323,2.26665387684994e-05,0.467065328671323,-1.4649000672448,0.467065328671354,1,0,FALSE
"829","MAYBE_FACTORxSpacing",FALSE,FALSE,0.165945756257625,0.716890149434554,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxSpacing","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxRow+FACTORxMAYBE_FACTORxSpacing+F_AS_NxMAYBE_FACTORxRow:FACTORxMAYBE_FACTORxSpacing",4719.66372773416,4724.00463335976,0.511568123393316,0.488431876606684,0.0426231000991503,0.0403132280339533,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.0717041211255068,0.376547547555092,0.00153523938651608,0.35803425976786,0.213577123990004,0.790121670684649,0.213577123990004,0.790121670684649,-1.92833380048842,0.7901216706847,1,0,FALSE
"830","MAYBE_FACTORxRow",FALSE,FALSE,0.559998107464995,0.716890149434554,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxRow","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxRow+F_AS_NxMAYBE_FACTORxCol:FACTORxMAYBE_FACTORxRow",5503.90642165167,5867.3900211494,0.511568123393316,0.488431876606684,0.0572977901732957,0.0634095874171304,45,88,45,88,344,301,7.64444444444444,3.42045454545455,0,0,0,0,0.519676699507235,0.314962516400989,0.538306709760019,0.213867297942074,0.996484930703252,0.98659908622291,0.996484930703252,0.98659908622291,-31.5260835723261,0.389989323376706,0.995305669447784,0.839542319210915,FALSE
"831","MAYBE_FACTORxDeer95",FALSE,FALSE,0.952964059460241,0.1577257889293,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxDeer95","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxDeer95+F_AS_NxMAYBE_FACTORxCol:FACTORxMAYBE_FACTORxDeer95",5021.06715151044,5051.62891877183,0.480719794344473,0.519280205655527,0.0020198987203629,0.00201608837028555,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.175483315519149,0.147050636537208,0.153828362325255,0.134953771433149,0.372621584232194,0.318295003282533,0.372621584232194,0.318295003282533,-0.992405539479932,0.318295003282525,1,0,FALSE
"832","MAYBE_FACTORxDeer97",FALSE,FALSE,0.0574953095214594,0.387127411245116,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxDeer97","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxDeer97+F_AS_NxMAYBE_FACTORxCol:FACTORxMAYBE_FACTORxDeer97",4849.35856259791,4849.38770266375,0.493573264781491,0.506426735218509,-0.00217863913375416,-0.00478167103242044,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.30376218573494,0.550054007916543,0.430945407844833,0.6014484488886,0.480341149359986,0.997319133888971,0.480341149359986,0.997319133888971,-1.99998857846049,0.997319133893784,1,0,FALSE
"833","MAYBE_FACTORxCover95",FALSE,FALSE,0.155946264858925,0.805227192694161,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxCover95","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxCover95+F_AS_NxMAYBE_FACTORxCol:FACTORxMAYBE_FACTORxCover95",4884.13083349287,4897.52322115053,0.516709511568123,0.483290488431877,0.0659952936228025,0.0667393199078228,5,8,5,8,384,381,76.8,47.625,0,0,0,0,0.12323818674975,0.314528033092413,0.0222886557346572,0.221262312467339,0.556792333808741,0.938762825427998,0.556792333808741,0.938762825427998,-2.63900385488978,0.348173609684358,0.556792333808741,0.923494258911434,FALSE
"834","MAYBE_FACTORxFert",FALSE,FALSE,0.980854252986532,0.8422742110707,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxFert","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxFert+F_AS_NxMAYBE_FACTORxCol:FACTORxMAYBE_FACTORxFert",4743.12404003412,4713.24279342068,0.519280205655527,0.480719794344473,0.047031502474059,0.0512428512792918,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.0716835020627424,0.150049625059783,1.82629640699322e-05,0.0708475499136923,0.215032243224157,0.458503400411746,0.215032243224157,0.458503400411746,0.731954238766775,0.100325905701241,1,0,FALSE
"835","MAYBE_FACTORxSpacing",FALSE,FALSE,0.588615198905914,0.1577257889293,"NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxSpacing","NUMBERxNOT_FACTORxHgt97~F_AS_NxMAYBE_FACTORxCol+FACTORxMAYBE_FACTORxSpacing+F_AS_NxMAYBE_FACTORxCol:FACTORxMAYBE_FACTORxSpacing",4798.68064484058,4797.41466159306,0.480719794344473,0.519280205655527,0.0187691407944752,0.032080961255232,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.155908980334327,0.109566508239669,0.00875773928801317,0.0455200994255458,0.458969201714969,0.347225834107586,0.458969201714969,0.347225834107586,4.32255370350049,0.0124233283745147,1,0,FALSE
"836","MAYBE_FACTORxRow",TRUE,TRUE,0.046282986769039,0.02233773544657,"NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxRow","NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxRow+F_AS_NxNOT_FACTORxDiam96:FACTORxMAYBE_FACTORxRow",1280.33849384647,1525.51198996919,0.462724935732648,0.537275064267352,0.767527414131281,0.769648726477988,45,88,45,88,344,301,7.64444444444444,3.42045454545455,0,0,0,0,0.338949286451647,0.483133213116037,0.288634596806134,0.477771513710297,0.943970393008223,0.992129871943816,0.943970393008223,0.992129871943816,-30.4903689041016,0.35640410049277,1.31201177806573e-106,0.901698416791867,FALSE
"837","MAYBE_FACTORxCol",TRUE,FALSE,0.0379429424233197,0.194772807305839,"NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxCol","NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxCol+F_AS_NxNOT_FACTORxDiam96:FACTORxMAYBE_FACTORxCol",1362.19270254679,1416.04596070381,0.483290488431877,0.516709511568123,0.737084111075004,0.753093988667957,31,60,31,60,358,329,11.5483870967742,5.48333333333333,0,0,0,0,0.36292118105703,0.293487426567616,0.264817233265253,0.175960954021283,0.988790637633062,0.977798232034847,0.988790637633062,0.977798232034847,-0.699654493524122,0.00815232745318095,6.24367414472299e-102,0.574716439198594,FALSE
"838","MAYBE_FACTORxDeer95",FALSE,FALSE,0.284770270919949,0.194772807305839,"NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxDeer95","NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxDeer95+F_AS_NxNOT_FACTORxDiam96:FACTORxMAYBE_FACTORxDeer95",1440.21346919091,1447.86530703604,0.483290488431877,0.516709511568123,0.772172890873774,0.772687202038131,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.21738115956164,0.080552382495603,1.0814445885145e-102,0.0751599019648651,0.65214347868492,0.171889726052682,0.65214347868492,0.171889726052682,-0.111774695297299,0.17188972605268,1,0,FALSE
"839","MAYBE_FACTORxDeer97",FALSE,FALSE,0.261102772811387,0.957364005475925,"NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxDeer97","NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxDeer97+F_AS_NxNOT_FACTORxDiam96:FACTORxMAYBE_FACTORxDeer97",1391.83620375988,1394.84808745962,0.532133676092545,0.467866323907455,0.767034670763408,0.766504014836239,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.068927143787406,0.421023585858402,1.92325025756802e-98,0.36312854302024,0.206781431362218,0.957837257393129,0.206781431362218,0.957837257393129,-1.87598940266025,0.726257086040464,1,0,FALSE
"840","MAYBE_FACTORxCover95",FALSE,FALSE,0.415427566796958,0.97766226455343,"NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxCover95","NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxCover95+F_AS_NxNOT_FACTORxDiam96:FACTORxMAYBE_FACTORxCover95",1355.91996788181,1324.51524407723,0.537275064267352,0.462724935732648,0.75390196594379,0.765883753952357,5,8,5,8,384,381,76.8,47.625,0,0,0,0,0.246554374296657,0.191012825844035,0.17727482004441,0.0242563824695535,0.800730070457639,0.849281649922962,0.800730070457639,0.849281649922962,16.4668414375997,6.41923230905538e-05,2.43275090304101e-113,0.944380284075861,FALSE
"841","MAYBE_FACTORxFert",FALSE,FALSE,0.68244215435406,0.666482499421636,"NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxFert","NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxFert+F_AS_NxNOT_FACTORxDiam96:FACTORxMAYBE_FACTORxFert",1399.72453623641,1405.88996384413,0.508997429305913,0.491002570694087,0.765574484268332,0.768981573778883,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.0627650522162986,0.00356586413246167,3.43643387414408e-92,0.0021085855345578,0.188295156648896,0.0100462854607311,0.188295156648896,0.0100462854607311,4.70420802654371,0.0100462854607311,1,0,FALSE
"842","MAYBE_FACTORxSpacing",FALSE,FALSE,0.20850318001312,0.8422742110707,"NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxSpacing","NUMBERxNOT_FACTORxHgt97~F_AS_NxNOT_FACTORxDiam96+FACTORxMAYBE_FACTORxSpacing+F_AS_NxNOT_FACTORxDiam96:FACTORxMAYBE_FACTORxSpacing",1366.24838270275,1348.77930070132,0.519280205655527,0.480719794344473,0.773958316813785,0.778021919316609,3,4,3,4,386,385,128.666666666667,96.25,0,0,0,0,0.00054950051883669,0.0272646329831504,9.44586830083349e-103,0.00237458502478894,0.00164850155651007,0.104309361883024,0.00164850155651007,0.104309361883024,6.06584302816873,0.00474917004957788,1,0,FALSE
