"NULL_PREDICTORxcolumn","NULL_PREDICTORxis_factor_by_mse","NULL_PREDICTORxis_factor_by_prop","NULL_PREDICTORxpval_test_mse_diff","NULL_PREDICTORxpval_test_prop_diff","NULL_PREDICTORxformula_null","NULL_PREDICTORxformula_fit","NULL_PREDICTORxtest_mse_null","NULL_PREDICTORxtest_mse_fit","NULL_PREDICTORxtest_pbest_null","NULL_PREDICTORxtest_pbest_fit","adj_rsq_null","adj_rsq_fit","n_slopes_null","n_slopes_fit","adj_n_slopes_null","adj_n_slopes_fit","df_null","df_fit","df_ratio_null","df_ratio_fit","alias_null","alias_fit","na_null","na_fit","mean_pval_null","mean_pval_fit","median_pval_null","median_pval_fit","max_pval_null","max_pval_fit","sd_pval_null","sd_pval_fit","aic_null_to_fit_diff","anova_p","pval_param","adj_rsq_param","predictor_is_null"
"41","MAYBE_FACTORxDaySold",FALSE,FALSE,0.420371274430029,0.747070410960201,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxOrigPrice+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxOrigPrice+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxOrigPrice:FACTORxMAYBE_FACTORxDaySold",255209.110570444,270967.752816901,0.513661202185792,0.486338797814208,0.436034937582282,0.464597480688035,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.56161050277611,0.50157100204818,0.57375376454633,0.508001295966635,0.962849236453318,0.965095245454356,0.962849236453318,0.965095245454356,-6.53224637782569,0.0283643453373387,3.63596087686315e-43,0.941262937406619,FALSE
"42","MAYBE_FACTORxYearSold",FALSE,FALSE,0.546770166138048,0.747070410960201,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxListPrice:FACTORxMAYBE_FACTORxYearSold",251836.185920682,247087.421241421,0.513661202185792,0.486338797814208,0.447143566160121,0.46431201624366,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.238533626429665,0.380809737025575,0.15023228350773,0.330796058477226,0.944035145667788,0.90041066198993,0.944035145667788,0.90041066198993,2.03383631011275,0.0214569363215502,1.91654456631214e-47,0.787301615086591,FALSE
"43","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.926615886104785,0.168279188197325,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxListPrice:FACTORxMAYBE_FACTORxMonthSold",250369.718838018,267190.893605557,0.480874316939891,0.519125683060109,0.446746821154513,0.475599992565166,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.479092667859194,0.373985176942899,0.511031207658645,0.340696322824738,0.940234903118795,0.994482208485409,0.940234903118795,0.994482208485409,9.18988992544291,0.0018811446365141,1.08469052597511e-45,0.992937425566377,FALSE
"44","MAYBE_FACTORxDaySold",FALSE,FALSE,0.624365988080291,0.895564538040669,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxListPrice:FACTORxMAYBE_FACTORxDaySold",267368.985980684,291977.272737202,0.524590163934426,0.475409836065574,0.418178486009165,0.461870946717877,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.582128788370099,0.484303969954234,0.625635737880796,0.546520528802477,0.960986205863769,0.983726597485314,0.960986205863769,0.983726597485314,3.01737048774157,0.0038398588707734,6.7675512329271e-41,0.9257693388867,FALSE
"45","MAYBE_FACTORxYearSold",FALSE,FALSE,0.184046658032537,0.302419325663762,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxSalePrice:FACTORxMAYBE_FACTORxYearSold",258191.112574336,258535.724215404,0.489071038251366,0.510928961748634,0.417654911931213,0.437582143975962,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.26855750457213,0.42665757789866,0.21686901064278,0.413706446890327,0.947400220709101,0.902550548045418,0.947400220709101,0.902550548045418,3.23125448943119,0.0146691519636759,1.95752067837363e-43,0.787967996109508,FALSE
"46","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.946303170610766,0.168279188197325,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxSalePrice:FACTORxMAYBE_FACTORxMonthSold",257335.035315101,276898.152760234,0.480874316939891,0.519125683060109,0.416292091415999,0.448806722103755,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.472177004664242,0.361730917100628,0.482998777793013,0.326138132685226,0.961968616595894,0.96367930898792,0.961968616595894,0.96367930898792,10.5639338354886,0.00117436467328815,1.44093943786561e-41,0.97876820996144,FALSE
"47","MAYBE_FACTORxDaySold",FALSE,FALSE,0.663354742875279,0.95545418278614,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxSalePrice:FACTORxMAYBE_FACTORxDaySold",273649.866765954,295846.662665893,0.532786885245902,0.467213114754098,0.387336576905309,0.430359429449452,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.580052098011667,0.496055677048907,0.63661731695998,0.468322167079175,0.99513376686008,0.996680900447795,0.99513376686008,0.996680900447795,1.09397452637131,0.00588581251489817,3.91885485191549e-37,0.91967602462811,FALSE
"48","MAYBE_FACTORxYearSold",FALSE,FALSE,0.26775463311501,0.470536174569913,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSPLPPct+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSPLPPct+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxSPLPPct:FACTORxMAYBE_FACTORxYearSold",443847.904088601,487984.668585552,0.497267759562842,0.502732240437158,0.00130274198849611,0.0441019506904686,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.514942679495634,0.434897983743409,0.493187520039771,0.45410310078807,0.973742164236595,0.789360625250654,0.973742164236595,0.789360625250654,6.51877853779115,0.00495783499420644,0.597487226089244,0.631953194614079,FALSE
"49","MAYBE_FACTORxMonthSold",FALSE,TRUE,0.988899436019408,8.161445912428e-05,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSPLPPct+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSPLPPct+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxSPLPPct:FACTORxMAYBE_FACTORxMonthSold",459659.356055105,507880.638359422,0.42896174863388,0.57103825136612,0.0207967619145594,0.0396107371489224,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.556059543675819,0.619377495717677,0.65400216613527,0.620830870791379,0.93638855629827,0.969393272984176,0.93638855629827,0.969393272984176,-3.31282540714801,0.0890618204246781,0.842317357347982,0.846738975054218,FALSE
"50","MAYBE_FACTORxDaySold",TRUE,TRUE,0.00318791613849427,0.0019697688275288,"NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSPLPPct+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~NUMBERxNOT_FACTORxSPLPPct+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxSPLPPct:FACTORxMAYBE_FACTORxDaySold",480545.366654117,557269.912394203,0.445355191256831,0.554644808743169,0.00448311818153579,0.0377938007226972,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.449800131360881,0.483076005604719,0.30525255520185,0.453750528680535,0.99993140829071,0.999504011929824,0.99993140829071,0.999504011929824,-13.0983440337595,0.0917176286612728,0.653645673846738,0.858200118492096,FALSE
"51","MAYBE_FACTORxYearSold",FALSE,FALSE,0.999461373964941,0.983973204944659,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxBedrooms:FACTORxMAYBE_FACTORxYearSold",312430.776358477,327570.829602547,0.540983606557377,0.459016393442623,0.284325340506601,0.284443043710896,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.484638117317952,0.41837544048992,0.497374161497777,0.381093223282041,0.850260409593001,0.996125081436035,0.850260409593001,0.996125081436035,-9.4519773681568,0.437982513240382,1.66621286440613e-27,0.947087911596171,FALSE
"52","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.999905087143105,0.168279188197325,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxBedrooms:FACTORxMAYBE_FACTORxMonthSold",328329.127301239,355572.554300068,0.480874316939891,0.519125683060109,0.316877488672059,0.340243253970817,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.447415433131761,0.470739902560167,0.45708740129635,0.433711211289551,0.937896897668407,0.991993077418166,0.937896897668407,0.991993077418166,2.32448270677378,0.0175269797647747,1.88791936321517e-29,0.944289713429728,FALSE
"53","MAYBE_FACTORxDaySold",FALSE,FALSE,0.924538582893399,0.0602874961301148,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxBedrooms:FACTORxMAYBE_FACTORxDaySold",358890.095301494,404448.279746487,0.469945355191257,0.530054644808743,0.311594882102564,0.348853215642879,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.491542765469711,0.380436880972526,0.432118716560601,0.32834381130945,0.966181910086194,0.990017772399878,0.966181910086194,0.990017772399878,-5.18941439787613,0.0218312280131791,1.24175588630903e-28,0.885765549294602,FALSE
"54","MAYBE_FACTORxYearSold",FALSE,FALSE,0.275604244170623,0.996882110774316,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxBaths:FACTORxMAYBE_FACTORxYearSold",284910.510550095,276419.051789869,0.551912568306011,0.448087431693989,0.456421286946064,0.469181784946742,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.309074366021722,0.527137016179789,0.31224659804146,0.552931776549935,0.646753771889142,0.98979191581701,0.646753771889142,0.98979191581701,-0.817881452690017,0.0510915443259298,9.48794047139075e-49,0.930098450040358,FALSE
"55","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.947591730981434,0.697580674336238,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxBaths:FACTORxMAYBE_FACTORxMonthSold",266081.735319027,293217.27170691,0.510928961748634,0.489071038251366,0.406075054891427,0.456616622910236,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.518664012082465,0.498628276038317,0.505769109619286,0.54329115567094,0.881861082374844,0.994763874767499,0.881861082374844,0.994763874767499,22.1378323112522,1.76869450415203e-05,3.12141054989042e-40,0.841088436529858,FALSE
"56","MAYBE_FACTORxDaySold",FALSE,TRUE,0.454794676638661,0.000739809448221035,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxBaths:FACTORxMAYBE_FACTORxDaySold",288322.441035836,324933.959606863,0.439890710382514,0.560109289617486,0.418817838271103,0.480013666765333,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.51223680835119,0.524959394657459,0.531203488183015,0.506118598589969,0.963887287929794,0.994127615528452,0.963887287929794,0.994127615528452,15.1672506103678,0.000204604551136845,5.62806207456565e-41,0.696847432310002,FALSE
"57","MAYBE_FACTORxMonthSold",FALSE,TRUE,0.488774200282315,0.000739809448221035,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxYearSold:FACTORxMAYBE_FACTORxMonthSold",461151.1143837,490639.015492939,0.439890710382514,0.560109289617486,0.0244344014196921,0.0216091329589029,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.53024492079498,0.642938860502201,0.552299545794359,0.656487218590419,0.953999366268213,0.83379630562399,0.953999366268213,0.83379630562399,-11.4718365015406,0.5334010499138,0.245013465828299,0.543075426699227,FALSE
"58","MAYBE_FACTORxDaySold",FALSE,TRUE,0.374884424769331,0.0229725441734417,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxYearSold:FACTORxMAYBE_FACTORxDaySold",480664.337102799,503790.087442246,0.461748633879781,0.538251366120219,0.00404038013043706,-0.015861937177692,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.481837865347877,0.646152043966764,0.362830711277558,0.681535026179454,0.964383037505338,0.999960566076574,0.964383037505338,0.999960566076574,-32.7962170815454,0.7888988540248,0.817839562979614,0.887299175788478,FALSE
"59","MAYBE_FACTORxYearSold",FALSE,FALSE,0.971339760795139,0.302419325663762,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxMonthSold:FACTORxMAYBE_FACTORxYearSold",445009.421210127,448238.356633923,0.489071038251366,0.510928961748634,0.000655544737856562,-0.00474169460549723,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.547971535042318,0.300770814861874,0.50656308571511,0.263486738994271,0.984845737439554,0.832952273682082,0.984845737439554,0.832952273682082,-11.4835431172041,0.619346279856772,0.823422635929345,0.854692049226239,FALSE
"60","MAYBE_FACTORxDaySold",FALSE,FALSE,0.783778153931914,0.133751351708027,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxMonthSold:FACTORxMAYBE_FACTORxDaySold",481973.237779571,496760.980571999,0.478142076502732,0.521857923497268,0.00414589937935472,-0.0231725992606127,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.452401523183224,0.576206653205381,0.30175750673288,0.611594390891,0.959037208944056,0.997900801435937,0.959037208944056,0.997900801435937,-35.4594867485011,0.877978694457917,0.766240736307469,0.908432284649977,FALSE
"61","MAYBE_FACTORxYearSold",FALSE,FALSE,0.961222808480512,0.866248648291973,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxDaySold:FACTORxMAYBE_FACTORxYearSold",444388.167087461,455086.054923065,0.521857923497268,0.478142076502732,0.000823710914374387,-0.0211619437689963,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.53033485950752,0.656969940292267,0.503183511136992,0.714687483094925,0.962132408552804,0.994978166860548,0.962132408552804,0.994978166860548,-17.4782358781158,0.992284774157837,0.740960185917065,0.466626677798791,FALSE
"62","MAYBE_FACTORxMonthSold",FALSE,TRUE,0.144680049683695,0.00483692532546014,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxDaySold:FACTORxMAYBE_FACTORxMonthSold",460777.603176839,489351.667891265,0.450819672131148,0.549180327868853,0.0207510610815073,0.0109317992420637,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.55570759025596,0.386482707497013,0.649990743063192,0.36004250135567,0.945168521325295,0.992260638657947,0.945168521325295,0.992260638657947,-14.0651491720027,0.756269175718231,0.879140503808935,0.909671290245556,FALSE
"63","MAYBE_FACTORxYearSold",FALSE,TRUE,0.0871371474128664,0.0019697688275288,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxSquareFeet~FACTORxMAYBE_FACTORxYearSold",433318.611829552,444409.913603152,0.445355191256831,0.554644808743169,-0.00257688356914576,0.00333021953249246,2,11,2,11,364,355,182,32.2727272727273,0,0,0,0,0.829683059761317,0.511625714348229,0.829683059761317,0.497830210011735,0.85563813649633,0.968842975036784,0.85563813649633,0.968842975036784,-6.67397470096876,0.269362613376015,0.803727983026303,0.938627309145878,TRUE
"64","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.902014389348915,0.208067923539139,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxSquareFeet~FACTORxMAYBE_FACTORxMonthSold",425801.466491351,460422.898067807,0.483606557377049,0.516393442622951,-0.000604215910224193,0.0234532475385051,2,12,2,12,364,354,182,29.5,0,0,0,0,0.18892398321425,0.531053369281062,0.18892398321425,0.594822971988157,0.377847966428499,0.930932449015606,0.377847966428499,0.930932449015606,-0.897127695944619,0.0444672006882846,0.377847966428499,0.870261168386757,TRUE
"65","MAYBE_FACTORxDaySold",FALSE,TRUE,0.976241066634416,0.0322973251866591,"NUMBERxNOT_FACTORxSquareFeet~F_AS_NxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxSquareFeet~FACTORxMAYBE_FACTORxDaySold",478259.801571185,481441.563927282,0.46448087431694,0.53551912568306,-0.00226732671951502,0.00685542844965314,2,31,2,31,364,335,182,10.8064516129032,0,0,0,0,0.338283095678097,0.445239541242857,0.338283095678097,0.294974638324495,0.676566191356194,0.98256821995762,0.676566191356194,0.98256821995762,-24.2668301002059,0.315437375193978,0.676566191356194,0.808759413809338,TRUE
"66","MAYBE_FACTORxYearSold",FALSE,FALSE,0.156803777672156,0.999998396479861,"NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxSquareFeet:FACTORxMAYBE_FACTORxYearSold",11.4089755750851,12.2038222061438,0.587431693989071,0.412568306010929,0.0923855495433372,0.153741451591468,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.456583185220463,0.638478942932159,0.360765309170835,0.861186813273455,0.968675507676933,0.945819703301528,0.968675507676933,0.945819703301528,16.1059016326885,0.000162631599867561,0.000511080333101478,0.278479342698045,FALSE
"67","MAYBE_FACTORxMonthSold",TRUE,FALSE,0.0452311896367064,0.0602874961301148,"NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxSquareFeet:FACTORxMAYBE_FACTORxMonthSold",10.7132127637334,11.3517842940674,0.469945355191257,0.530054644808743,0.00973018855328933,0.166450369105694,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.610719225074282,0.695240395876264,0.661560221854666,0.822437824229467,0.990248699726195,0.999745687560142,0.990248699726195,0.999745687560142,52.6425952587954,9.20115707508132e-11,0.01701363942582,0.383727599046777,FALSE
"68","MAYBE_FACTORxDaySold",FALSE,FALSE,0.257135049245609,0.791932076460861,"NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxSquareFeet:FACTORxMAYBE_FACTORxDaySold",13.962350331883,14.5921634112509,0.516393442622951,0.483606557377049,0.0383163299310154,0.0817789928943407,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.600091520340577,0.679149457780982,0.644418482296672,0.769404067224568,0.981340919769762,0.990889215286392,0.981340919769762,0.990889215286392,-8.62796449611965,0.042079506550173,0.0660292434518823,0.360439087758305,FALSE
"69","MAYBE_FACTORxYearSold",FALSE,TRUE,0.425200531316064,0.000256055864217768,"NUMBERxNOT_FACTORxLotSize~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxLotSize~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxYearSold+NUMBERxMAYBE_FACTORxYearBuilt:FACTORxMAYBE_FACTORxYearSold",11.6580106426265,12.9014407370144,0.434426229508197,0.565573770491803,0.0615808468745539,0.0806101921137703,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.564733902834952,0.626563216421309,0.621098235714674,0.873244150213577,0.999061477137494,0.990856971287503,0.999061477137494,0.990856971287503,-2.01411378987416,0.0721810768228446,0.599364656065823,0.402281104933306,FALSE
"70","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.150479825674909,0.977027455826558,"NUMBERxNOT_FACTORxLotSize~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxLotSize~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxMonthSold+NUMBERxMAYBE_FACTORxYearBuilt:FACTORxMAYBE_FACTORxMonthSold",11.0042790784401,11.1570163124152,0.538251366120219,0.461748633879781,0.0133097042506005,0.0209637298209051,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.53983062394926,0.692239241434486,0.469125158690552,0.81263204487479,0.993219185617978,0.998226510673804,0.993219185617978,0.998226510673804,-7.56318980687422,0.251999819802677,0.00828199567408428,0.868752172186262,FALSE
"71","MAYBE_FACTORxDaySold",FALSE,FALSE,0.438204802444881,0.470536174569913,"NUMBERxNOT_FACTORxLotSize~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxLotSize~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxDaySold+NUMBERxMAYBE_FACTORxYearBuilt:FACTORxMAYBE_FACTORxDaySold",14.0696106974655,14.1216422170752,0.497267759562842,0.502732240437158,0.0319371886861931,0.0598604446275095,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.584200796997012,0.52212212597039,0.63417548540112,0.556427519167398,0.970759585960153,0.923667506479839,0.970759585960153,0.923667506479839,-14.8422110374656,0.121241171254731,0.278547539573257,0.614595343207625,FALSE
"72","MAYBE_FACTORxYearSold",FALSE,FALSE,0.913816896870348,0.999999999991335,"NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxCostPerSqFt:FACTORxMAYBE_FACTORxYearSold",11.3526663196593,10.888728435478,0.62568306010929,0.37431693989071,0.0786668876672949,0.106481170222959,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.530545766510929,0.71049128531092,0.603923357440922,0.824038731283955,0.984038609286307,0.99080274805244,0.984038609286307,0.99080274805244,1.70727830115146,0.0237652646972355,0.00926219661348525,0.51932918507777,FALSE
"73","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.288118327111595,0.998030231172471,"NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxCostPerSqFt:FACTORxMAYBE_FACTORxMonthSold",10.7383577654187,11.0357707195616,0.554644808743169,0.445355191256831,0.00909211303077417,0.00661019178364342,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.545589149823477,0.81700341419666,0.566238946498054,0.942303097744357,0.954693929878932,0.998328363552759,0.954693929878932,0.998328363552759,-11.3289928723649,0.521259403041887,0.0193688114208508,0.712364168563643,FALSE
"74","MAYBE_FACTORxDaySold",FALSE,FALSE,0.725374028064623,0.999993538519472,"NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxLotSize~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxCostPerSqFt:FACTORxMAYBE_FACTORxDaySold",13.853584542208,14.4141414251963,0.581967213114754,0.418032786885246,0.0653449343625963,0.169218877779409,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.611061894745993,0.639682594714008,0.693588164914021,0.701460863733742,0.992090883955087,0.996979381259581,0.992090883955087,0.996979381259581,17.5643559118762,0.000110063768095416,0.000330949097420882,0.515464915888314,FALSE
